page_number,listing_number,title,location,address,description,bedrooms,bathrooms,parking spaces,size,price,listing_link,agency
9,116976317,4 Bedroom Apartment / Flat,Kilimani,"Kilimani Estate Kilimani, Kilimani, Nairobi","FOUR BEDROOM ALL ENSUITE PLUS DSQ APARTMENT FOR RENT IN KILIMANI

AVAILABLE FOR RENT: A",4,5,2,270 m²,KSh 170 000,https://www.property24.co.ke/4-bedroom-apartment-flat-to-rent-in-kilimani-116976317,
9,116958805,2 Bedroom Apartment / Flat,Riverside,"Riverside Dr Nairobi, Riverside, Nairobi","Experience a perfect blend of comfort, modern style, and prime location in this newly built",2,2,1,98 m²,KSh 150 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-riverside-116958805,Trisums Investments Co. Ltd
9,116958683,2 Bedroom Apartment / Flat,Riverside,"Riverside Dr Nairobi, Riverside, Nairobi","Experience a perfect blend of comfort, modern style, and prime location in this newly built",2,2,1,98 m²,KSh 150 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-riverside-116958683,Trisums Investments Co. Ltd
10,116980737,2 Bedroom Apartment / Flat,Kilimani,"Chania Ave Kilimani, Kilimani, Nairobi","TWO BEDROOM ALL ENSUITE APARTMENT FOR RENT IN KILIMANI– NAIROBI

LETTING a Two Bedroom",2,3,1,120 m²,KSh 90 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-kilimani-116980737,
10,116991871,3 Bedroom Apartment / Flat,Kileleshwa,"Ring Road Kileleshwa Nairobi, Kileleshwa, Nairobi","THREE BEDROOM MASTER ENSUITE APARTMENT FOR RENT IN KILELESHWA

A Modern, Three-Bedroom",3,2,2,139 m²,KSh 85 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-kileleshwa-116991871,
10,116958512,4 Bedroom House,Karen,"Academy Road Nairobi, Karen, Nairobi","Elegant 4-Bedroom All-En-suite House for Rent in Karen
Rent: KES 320,000 per month
Set on",4,4,2,300 m²,KSh 320 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116958512,
10,116958350,4 Bedroom House,Karen,"Windy Ridge Karen, Karen, Nairobi","4-Bedroom Villa To Let in Karen – Windy Ridge
Rent: KES 250,000 per month
Located in the",4,4,,300 m²,KSh 250 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116958350,
10,116958417,4 Bedroom House,Karen,"Karen Karen, Karen, Nairobi","Modern 4-Bedroom Villa for Rent in Karen – KES 400,000
Tucked away in the leafy and serene",4,4,2,300 m²,KSh 400 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116958417,
10,116949856,6 Bedroom House,Karen,"Windy Ridge Karen, Karen, Nairobi","Karen Windridge – Executive 6-Bedroom House To Let (Near The Hub Karen)
Rent:
 KES",6,6,,450 m²,KSh 350 000,https://www.property24.co.ke/6-bedroom-house-to-rent-in-karen-116949856,
10,116941724,2 Bedroom Apartment / Flat,Karen,"Ngong Rd Karen, Karen, Nairobi","Spacious 2-Bedroom Apartment for Rent in Karen – KES 40,000/Month
 Location: Karen,",2,1,,99 m²,KSh 40 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-karen-116941724,
10,116937371,5 Bedroom Townhouse,Kitisuru,"Lake View Dr Kitisuru, Kitisuru, Nairobi","5 Bedrooms house plus DSQ to Let in Lakeview

Situated lower kabete road is this rustic",5,5,4,400 m²,KSh 4 500,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-kitisuru-116937371,Symec Properties
10,116937291,5 Bedroom House,Lower Kabete,"27 Baringo Dr, Lower Kabete, Nairobi","5 Bedrooms house plus DSQ to Let in Lakeview

Asking Price USD 4500
Situated lower",5,5,4,400 m²,KSh 4 500,https://www.property24.co.ke/5-bedroom-house-to-rent-in-lower-kabete-116937291,
10,101742877,3 Bedroom Apartment / Flat,Kileleshwa,"Laikipia Rd Nairobi, Kileleshwa, Nairobi","The apartment is located in a serene secure and quiet environment easily accessed.
All are",3,3,2,121 m²,KSh 90 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-kileleshwa-101742877,
10,116937249,5 Bedroom House,Lakeview,"Lake View Dr Kitisuru, Lakeview, Nairobi","5 Bedrooms house plus DSQ to Let in Lakeview

Situated lower kabete road is this rustic",5,5,4,400 m²,KSh 4 500,https://www.property24.co.ke/5-bedroom-house-to-rent-in-lakeview-116937249,Symec Properties
10,116981878,2 Bedroom Apartment / Flat,Kileleshwa,"Suguta Rd Kileleshwa, Kileleshwa, Nairobi","The apartment is located in a serene secure and quiet environment easily accessed.
All are",2,3,2,123 m²,KSh 85 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-kileleshwa-116981878,
10,116981799,3 Bedroom Apartment / Flat,Kilimani,"Ndemi Rd Kilimani, Kilimani, Nairobi","The apartment is located in a serene secure and quiet environment easily accessed.
All are",3,4,2,211 m²,KSh 85 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-kilimani-116981799,
10,116981749,3 Bedroom Apartment / Flat,Kileleshwa,"Laikipia Rd Nairobi, Kileleshwa, Nairobi","The apartment is located in a serene secure and quiet environment easily accessed.
All are",3,3,2,121 m²,KSh 90 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-kileleshwa-116981749,
10,116981693,3 Bedroom Apartment / Flat,Lavington,"Hatheru Rd Maziwa, Lavington, Nairobi","The apartment is located in a serene secure and quiet environment easily accessed.
All are",3,3,2,121 m²,KSh 90 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-lavington-116981693,
10,116980440,2 Bedroom Apartment / Flat,Kilimani,"Dennis Pritt Road Kilimani, Kilimani, Nairobi","The apartment is located in a serene secure and quiet environment easily accessed.
All are",2,3,2,112 m²,KSh 90 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-kilimani-116980440,
10,116980436,2 Bedroom Apartment / Flat,Kileleshwa,"Laikipia Rd Nairobi, Kileleshwa, Nairobi","The apartment is located in a serene secure and quiet environment easily accessed.
All are",2,2,2,121 m²,KSh 70 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-kileleshwa-116980436,
10,116979994,2 Bedroom Apartment / Flat,Kilimani,"Chania Ave Kilimani, Kilimani, Nairobi","The apartment is located in a serene secure and quiet environment easily accessed.
All are",2,3,2,111 m²,KSh 90 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-kilimani-116979994,
10,116979291,2 Bedroom Apartment / Flat,Kileleshwa,"Othaya Rd Nairobi, Kileleshwa, Nairobi","The apartment is located in a serene secure and quiet environment easily accessed.
All are",2,3,2,112 m²,KSh 90 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-kileleshwa-116979291,
10,116979229,3 Bedroom Apartment / Flat,Kilimani,"Dennis Pritt Road Kilimani, Kilimani, Nairobi","The apartment is located in a serene secure and quiet environment easily accessed.
All are",3,3,2,212 m²,KSh 90 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-kilimani-116979229,
10,116978744,3 Bedroom Apartment / Flat,Lavington,"Mbaazi Rd Maziwa, Lavington, Nairobi","The apartment is located in a serene secure and quiet environment easily accessed.
All are",3,3,2,212 m²,KSh 80 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-lavington-116978744,
11,116987311,2 Bedroom Apartment / Flat,Westlands,"Westlands, Westlands, Nairobi","2 Bedroom Furnished Apartment with DSQ To Let – Westlands, Off Brookside Drive
Monthly",2,2,3,100 m²,KSh 230 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-westlands-116987311,Core Realtors
11,116941888,2 Bedroom House,Karen,"Karen Karen, Karen, Nairobi","Fully Furnished 2-Bedroom Cottage for Rent in Banda, Karen
 Rent: KES 160,000 per month",2,2,,99 m²,KSh 160 000,https://www.property24.co.ke/2-bedroom-house-to-rent-in-karen-116941888,
11,116951161,5 Bedroom House,Karen,"Academy Road Nairobi, Karen, Nairobi","Stunning 5-Bedroom All-En-suite Home for Rent in Karen
Rent: KES 350,000 per month
Set on",5,5,,450 m²,KSh 350 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116951161,
11,116949853,6 Bedroom House,Karen,"JQR5+4H2 Unnamed Road, Karen, Nairobi","To Let: Exquisite 6 Bedroom Mansion with Private Pool in Karen – Ksh 500,000
Location:",6,6,,450 m²,KSh 500 000,https://www.property24.co.ke/6-bedroom-house-to-rent-in-karen-116949853,
11,116951150,5 Bedroom House,Karen,"MMJH+XRV Elijah Wambugu Cl, Karen, Nairobi","Five-Bedroom Villa / Townhouse for Rent in Karen
Rent: KES 400,000 per month
This",5,5,,450 m²,KSh 400 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116951150,
11,116941715,2 Bedroom House,Karen,"Tree Ln Nairobi, Karen, Nairobi","Two-Bedroom Bungalow for Rent in Karen
This newly renovated two-bedroom bungalow is",2,2,,99 m²,KSh 140 000,https://www.property24.co.ke/2-bedroom-house-to-rent-in-karen-116941715,
11,116987211,2 Bedroom Apartment / Flat,Westlands,"PQMV+JC6 Nairobi, Westlands, Nairobi","This apartment has the following features;
(i)	Comes with 2 bedrooms, 2 bathrooms. The",2,2,2,120 m²,KSh 110 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-westlands-116987211,Talma Homes
11,116987208,2 Bedroom Apartment / Flat,Westlands,"PQMV+JC6 Nairobi, Westlands, Nairobi","This apartment has the following features;
(i)	Comes with 2 bedrooms, 2 bathrooms. The",2,2,2,120 m²,KSh 110 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-westlands-116987208,Talma Homes
11,116987207,2 Bedroom Apartment / Flat,Westlands,"PQMV+8GC Nairobi, Westlands, Nairobi","This apartment has the following features;
(i)	Comes with 2 bedrooms, 2 bathrooms. The",2,2,2,120 m²,KSh 110 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-westlands-116987207,Talma Homes
11,116987206,2 Bedroom Apartment / Flat,Westlands,"PQMV+8GC Nairobi, Westlands, Nairobi","This apartment has the following features;
(i)	Comes with 2 bedrooms, 2 bathrooms. The",2,2,2,120 m²,KSh 110 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-westlands-116987206,Talma Homes
11,116987189,2 Bedroom Apartment / Flat,Westlands,"PQRR+QX5 Brookside Cl, Westlands, Nairobi","This is a 2 bedroom apartment in Brookside, Westlands for rent. This apartment comes with a",2,2.5,2,180 m²,KSh 150 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-westlands-116987189,Talma Homes
11,116987188,2 Bedroom Apartment / Flat,Westlands,"PQRR+QX5 Brookside Cl, Westlands, Nairobi","This is a 2 bedroom apartment in Brookside, Westlands for rent. This apartment comes with a",2,2.5,2,180 m²,KSh 150 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-westlands-116987188,Talma Homes
11,116987187,2 Bedroom Apartment / Flat,Westlands,"PQRV+G32 Brookside Dr, Westlands, Nairobi","This is a 2 bedroom apartment in Brookside, Westlands for rent. This apartment comes with a",2,2.5,2,180 m²,KSh 150 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-westlands-116987187,Talma Homes
11,116987186,2 Bedroom Apartment / Flat,Westlands,"309 Brookside Grove, Westlands, Nairobi","This is a 2 bedroom apartment in Brookside, Westlands for rent. This apartment comes with a",2,2.5,2,180 m²,KSh 150 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-westlands-116987186,Talma Homes
